website,about,vision,registered_type,permanent_account_number,registration_number_date_CIN,12A_registration_number_date,80G_registration_number_date,FCRA_registration_number_date,35AC_registration_number_date,annual_budget,total_income,total_expenditure,avg_monthly_expenditure,total_fixed_assets,long_term_loan,total_gap_funding,num_full_time_employees,num_part_time_employees,num_consultants,num_volunteers,operational_area_help_needed,num_board_members,num_meetings_done,governance_photos,governance_docs,major_funder,funder_names,project_start_date,project_end_date,project_sector,location,cities,area,budget,external_funding_amount,num_beneficiaries,project_type,project_photos,project_documents,project_descriptions,logo,name,founder_description,address,url,focus_area,geog_area,project_completed,funding_req
http://www.ngoimpact.com/ngos/aroh-foundation#profile,"AROH Foundation is a leading national-level NGO, strengthening government programmes and CSR initiatives of several corporates and PSEs by providing total integrated solutions - consulting, planning and implementing - for sustainable, inclusive development and growth of the needy and marginalised communities in several states of India for the past 12 years. AROH is: � An ISO 9001:2008 Certified Organisation � Empanelled with TISS CSR HUB � Consultants to the World Bank for CSR in India � National Level Monitor (NLM) for development schemes of MoRD � Empanelled with Planning Commission � Empanelled on Advisory Board of National CSR Foundation � Certified for 'Good Governance' as per desirable norms by Credibility Alliance � Member of Education committee of PHD Chamber � Empanelled with Steel Authority of India Ltd � Empanelled with MNRE � Empanelled with MoRD- NRLM The uniqueness of AROH Foundation lies in its understanding and approach towards social development, for creating successful models which seek sustainability, scalability, accountability, transparency, credibility and effective leadership. AROH's successful social development programmes, like Padho aur Badho, GARIMA, UDAAN and UTKARSH are being hailed as role models by all concerned stakeholders and AROH Foundation has emerged as one of the most sought after brand in the sector for providing integrated end-to-end social development options to key CSR players. Working at the grass-root level through a team of over a thousand professionals with corporate experience and development sensitivities, AROH is delivering tangible results to businesses social responsibility issues. � AROH has provided vocational training and job employment to more than 15,000 poor and unemployed youth. � AROH has empowered more than 8000 women through skill development. � AROH has enrolled more than 29000 out-of-school children in formal schools.","VisionAROH envisions a world where people live in dignity and security and there are equal opportunities for all.MissionTo provide effective assistance to the underprivileged, weak and poor people and communities, especially women, in rural and se",Section 8 Company,1234567890,27850 - 30-03-2015,N/A,N/A,N/A,N/A,"₹16,400,000 ₹6,667,068",₹0 ₹0,₹0 ₹0,"₹16,400,000 ₹6,667,068",₹0 ₹0,₹0 ₹0,₹0 ₹0,300,N/A,N/A,N/A,Finance,6,N/A,,,"Government Bodies, Other Domestic NGOs, Other Foreign NGOs, Foreign Companies",Indian Institute of Corporate Affairs,1/1/2015,31-12-2015,N/A,"Bihar,Maharashtra,Uttar Pradesh","Aurangabad,Ghaziabad,Sarangarh",N/A,"₹16,400,000",₹0,"1,240",Non-Government,,,"Project description GARIMA is a pioneering programme implemented by AROH Foundation to enhance the vocational skills of poor and underprivileged women, especially in urban slums and backward rural areas through short term training courses in various sectors, including farm and non farm based domains. The project has so far trained more than 10000 women in different states and areas in traditional domains like cutting tailoring, handicraft making, embroidery, soft toy making, agarbati, papad vadi and pickle making etc, and market driven sectors like computers, retail and marketing, healthcare, hospitality, etc. with an objective of placing them in decent jobs. Training is also provided in farm-based and non-farm-based activities so that women can generate additional income in their spare time and help the family overcome the menace of poverty. Some of the successful trainings are being conducted in non-farm areas like, goatery, piggery, rabbit farming, vegetable cultivation, mushroom cultivation, backyard farming, etc. The programme provides holistic development of women through awareness building in health and hygiene and mitigating social issues.",http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/aroh-foundation-ngoimpact-65108.png,Aroh Foundation Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Neelam Gupta ( 15 years of experience ),"room F-52, Sec-8,, udyog marg, Noida, Uttar Pradesh- 201301",http://www.aroh.in,Livelihoods / Poverty Alleviation,Uttar Pradesh,16,"₹ 16,400,000"
http://www.ngoimpact.com/ngos/apowa#profile,The Organisation functions primarily for conservation & protection of endangered wild animals. The Organisation also strengthens vunerable communties become more resilent to natural calamities .,To conserve & protect wild endangered species.Helping out  vulnerable communities.,Public Charitable Trust,1234567890,1234567890 - 01-01-2016,N/A,N/A,N/A,N/A,"₹1,065,000",₹0,₹0,"₹1,065,000",₹0,₹0,₹0,15,N/A,N/A,N/A,Finance,7,N/A,,,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Indian Institute of Corporate Affairs,1/1/2016,31-12-2016,N/A,Odisha,Balangir,N/A,"₹1,875,460",₹0,0,Non-Government,,,Project description N/A,http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/apowa-ngoimpact-11882.jpg,APOWA Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Bijaya Kumar Kabi ( 15 years of experience ),"room At-Hatapatana, PO-Kadaliban, Via-Choudakulat Hatapatana, Kendrapara, Odisha- 767035",,Environment,Odisha,4,"₹ 450,000"
http://www.ngoimpact.com/ngos/arohi-anusuchit-jati-evam-janjati-mahila-vikas-parishad#profile,"AROHI ANUSUCHIT JATI EWAM JANJATI MAHILA VIKAS PARISHAD, a grass root level women lead voluntary organization was established in the year 1994 with the noble aim of upliftment of socially downtrodden communities belonging to both rural & urban area inclusive of the tribal communities of Jharkhand it is promoted by a group of young social workers and intellectuals, deeply involved in the development of poor residing in far-off and socially neglected areas AROHI today acts as a activist and has deep rooted reach to geographically far-off places for developing self-reliance among the poor and neglected frame work.",To work for the upliftment of downtrodden communities.Helps disadvantageous communities to set developmental projects.It believes in integrated approach to attain integrated development for women & children.,Public Charitable Trust,1234567890,1234567890 - 01-01-2015,N/A,N/A,N/A,N/A,"₹1,100,000",₹0,₹0,"₹1,100,000",₹0,₹0,₹0,12,N/A,N/A,N/A,Finance,14,N/A,,,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Indian Institute of Corporate Affairs,1/1/2016,31-12-2016,N/A,Jharkhand,Ranchi,N/A,"₹30,700,000",₹0,0,Non-Government,,,Project description N/A,http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/arohi-anusuchit-jati-evam-janjati-mahila-vikas-parishad-ngoimpact-66475.jpg,AROHI ANUSUCHIT JATI EVAM JANJATI MAHILA VIKAS PARISHAD Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Bilchan Ekka ( 15 years of experience ),"room HOUSE NO 93,ANANDPUR, PO- DORANDA, Ranchi, Jharkhand- 834002",,Livelihoods / Poverty Alleviation,Jharkhand,8,"₹ 1,250,000"
http://www.ngoimpact.com/ngos/art-of-sharing-knowledge-educational-society#profile,The Art of Sharing Knowledge Educational Society imparts technical education & provides employment opportunties to students belonging to marginalised society.,To provide  educational assistance to government school students.To provide vocational training,Charitable Society,AAMTS2499F,1188 - 08-03-1994,N/A,N/A,N/A,N/A,"₹675,000",₹0,₹0,"₹675,000",₹0,₹0,₹0,12,16,5,9,"Business Development, Finance, Human Resources",6,4,,,N/A,unknown,1/9/2016,8/9/2020,N/A,Delhi,New Delhi,N/A,₹0,₹0,0,Non-Government,,,Project description The special education drive program hightlights better learning opportunities for the children belonging poor community equiping them with better life opportunities.,http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/art-of-sharing-knowledge-educational-society-ngoimpact-19703.jpg,Art Of Sharing Knowledge Educational Society Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Bipin Kumar Singh ( 15 years of experience ),"room A 534  G.D Colony, Mayur Vihar Phase 3, New Delhi, Delhi- 110096",,Education,Delhi,14,"₹ 800,000"
http://www.ngoimpact.com/ngos/arpana-research-and-charities-trust#profile,"Arpana is a non political, secular, charitable organisation, guiding its dedicated workers to translate the ideal of the brotherhood of man into practical living. It is total identification with the disadvantaged and vulnerable that leads to selfless service to assist them. Arpana is engaged in intensive health and rural development programs in over 234 villages of Haryana and Himachal Pradesh, including, health care, maternity/ child welfare, women’s empowerment, livelihood and rights promotion, water and sanitation, farmers' welfare, computer training, and community development. Arpana is also working towards education, health and development of over 30,000 people in slum resettlement colonies of Molar Bund in New Delhi. Inspired by Param Pujya Ma, Arpana was established in 1965 in Madhuban, a small rural habitation in the state of Haryana in North India. Programs that were then set up for the vulnerable and marginalised populations in rural Volunteers from different lands and social backgrounds, including many professionals with considerable experience, came to learn to practice selfless service. With the growth in our services, salaried staff who are dedicated to Arpana's vision of committed service have been taken on","Mission:http:To ensure overall well being of the community by providing high quality medical, educational and livelihood services with emphasis on the underprivileged, through hospital, clinics and outreach programs, with commitment, compassion and selflessness.Vision:Arpana envisages a society where humane values predominate, resulting in a society in which: All have the basic necessities of health, proper housing, water and sanitation, education, training and jobs;The underprivileged have opportunities to develop their full potential, enabling them to emerge as prosperous, responsible and joyful citizens of the world.",Public Charitable Trust,AABTA1935H,231/1980 - 16-01-1980,N/A,N/A,N/A,N/A,"₹1,065,000",₹0,₹0,"₹1,065,000",₹0,₹0,₹0,12,N/A,N/A,N/A,"Business Development, Finance",12,N/A,,,N/A,"Pizer , Tilda, CBM, Jeevan Mantra,ICAR",9/3/2011,30-11-2016,N/A,Haryana,Karnal,N/A,"₹1,250,000",₹0,"1,202",Non-Government,,,"Project description EYE CARE CAMPS Arpana’s target area is mainly comprised of a disadvantaged rural population and the health of low-income families is frequently compromised by difficulty in accessing a balanced diet as well as clean water for drinking and personal hygiene. In addition, without easy access to affordable medical services, curable diseases continue untreated for prolonged periods. In such situations, Arpana provides hope to disadvantaged communities by organizing medical and surgical camps and by providing free/ subsidized treatment to the poor. SURGICAL CAMP Arpana organised a surgical camp on 9th March 2011 in the fond memory of Dr. J.K. Mehta (Papaji), the first Chairman of Arpana. In this camp, Dr. Vivek Ahuja, MS, screened the patients in OPD. 50 patients registered for the OPD and 7 patients, suffering from hernitomy, ileostomy closure, meshoplasty, tongue tie, hysterectomy and other surgical problems, were identified for surgical interventions. The poor patients were also provided free treatment in the camp.",http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/arpana-research-and-charities-trust-ngoimpact-84408.png,Arpana Research & Charities Trust Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Harishwar Dayal ( 15 years of experience ),"room Arpana Trust, Arpana Research & Charities Trust, Madhuban, Karnal, Karnal, Haryana- 132037",http://www.arpanaservices.org,,Haryana,0,₹ 0
http://www.ngoimpact.com/ngos/ashish-gram-rachna-trust-ihmp#profile,"Institute of Health Management Pachod (IHMP), works in rural Maharashtra to improve the sexual and reproductive health of girls and women, with a focus on adolescent girls. Early marriage is a highly prevalent social phenomeon in India which produces child mothers and leads to inter-generational risks of mortality, morbidity and malnutrition amongst young mothers and their newborns. Adolescent girls less than 15 years are five times more likely to experience maternal deaths than women 20-29 years. IHMP has developed an integrated approach of working with (a) young married girls, (b) unmarried girls and (c) boys and young men - to create greater awareness, bring about a change in attitudes and behaviours, for preventing child marriage and early pregnancy, thus improving the lives of girls and women.","(a) By providing lifeskills education to unmarried adolescent girls aged 11-18 years, IHMP aims to improve their cognitive and practical skills, and self-esteem and self-efficacy. These life skills sessions provide young girls with greater awareness about",Public Charitable Trust,AAATS4205P,5213 - 17-03-2015,N/A,N/A,N/A,N/A,"₹27,900,000",₹0,₹0,"₹27,900,000",₹0,₹0,₹0,52,N/A,N/A,N/A,Finance,5,N/A,,,N/A,Impact Foundation India,1/1/2015,31-12-2015,N/A,Maharashtra,Aurangabad,N/A,"₹27,900,000",₹0,"4,811",Non-Government,,,"Project description Institute of Health Management Pachod (IHMP), works in rural Maharashtra to improve the sexual and reproductive health of girls and women, with a focus on adolescent girls. Early marriage is a highly prevalent social phenomeon in India which produces child mothers and leads to inter-generational risks of mortality, morbidity and malnutrition amongst young mothers and their newborns. Adolescent girls less than 15 years are five times more likely to experience maternal deaths than women 20-29 years. IHMP has developed an integrated approach of working with (a) young married girls, (b) unmarried girls and (c) boys and young men - to create greater awareness, bring about a change in attitudes and behaviours, for preventing child marriage and early pregnancy, thus improving the lives of girls and women.",http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/ashish-gram-rachna-trust-ihmp-ngoimpact-65349.png,Ashish Gram Rachna Trust (IHMP) Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Dr.a.dayalchand ( 15 years of experience ),"room Institute of Health Management, Pachod, Paithan Road, Aurangabad, Maharashtra- 431121",http://www.ihmp.org,,Maharashtra,20,"₹ 3,500,000"
http://www.ngoimpact.com/ngos/ashray-akruti#profile,"Ashray Akruti is a registered nonprofit, non-religious Non- Governmental organization working for hearing impaired children from underprivileged backgrounds. The Organisation also works at the grassroot level in providing diagonstic tests for new borns & children suffering with disability.","Empower People with disability by providing them quality education, sustainable livelihood & better healthcare facilities.To delineate institutional, non-institutional & community based interventions for the people to become independent, self-reliant & contributing citizens of the country.",Public Charitable Trust,1234567890,1234567890 - 01-01-2015,N/A,N/A,N/A,N/A,"₹1,223,000",₹0,₹0,"₹1,223,000",₹0,₹0,₹0,12,N/A,N/A,N/A,Finance,12,N/A,,,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Indian Institute of Corporate Affairs,1/1/2016,31-12-2016,N/A,Telangana,Hyderabad,N/A,"₹1,250,000",₹0,0,Government,,,Project description N/A,http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/ashray-akruti-ngoimpact-48419.jpg,Ashray Akruti Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Mr. Mathan Varkey ( 29 years of experience ),"room 8-3-1027/A2, Lane Opp,To Indian Bank,Srinagar Colony,, Kagaznagar, Telangana- 500073",http://www.ashrayakruti.org,,Telangana,12,"₹ 1,650,000"
http://www.ngoimpact.com/ngos/association-for-blindness-and-leprosy-eradication#profile,"ABLE is a non-profit organization which takes action for the most vulnerable sections of the society – children, esp. Orphans, women esp. widows below the poverty line and families suffering from the disabling miseries of poverty and societal evil",To implement better poverty alleviation programs to mitigate poverty.,Charitable Society,AAATA7831M,1234567890 - 06-12-1993,N/A,N/A,N/A,N/A,"₹1,223,000",₹0,₹0,"₹1,223,000",₹0,₹0,₹0,12,N/A,N/A,N/A,Finance,12,N/A,,,N/A,Indian Institute of Corporate Affairs,1/1/2016,31-12-2016,N/A,Haryana,Faridabad,N/A,"₹1,250,000",₹0,0,Government,,,Project description N/A,http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/association-for-blindness-and-leprosy-eradication-ngoimpact-31924.png,Association For Blindness & Leprosy Eradication Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Brendon ( 15 years of experience ),"room 885, Sector - 15, Faridabad, Haryana- 122092",http://http://www.ableindiacharities.com,Livelihoods / Poverty Alleviation,Haryana,7,"₹ 875,000"
http://www.ngoimpact.com/ngos/association-for-promotion-of-creative-learning#profile,"APCL or Association for Promotion of Creative Learning is a non-profit making society registered under Societies Registration Act, 1860. It has been basically established to promote creativity and creative learning in society",It believes in promoting creative learning in the society.It uses modern techniques of learning drawn from the ancient indian tradtional society .,Public Charitable Trust,1234567890,1234567890 - 01-01-2015,N/A,N/A,N/A,N/A,"₹1,223,000",₹0,₹0,"₹1,223,000",₹0,₹0,₹0,12,N/A,N/A,N/A,Finance,12,N/A,,,N/A,Indian Institute of Corporate Affairs,1/1/2016,31-12-2016,N/A,Bihar,Amkula,N/A,"₹1,250,000",₹0,0,Government,,,Project description N/A,http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/association-for-promotion-of-creative-learning-ngoimpact-26072.gif,Association For Promotion Of Creative Learning Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Mridula Prakash ( 15 years of experience ),"room Nargada Village, Danapur Cantt - Shivala Road, Patna, Bihar- 801503",,Livelihoods / Poverty Alleviation,Bihar,8,"₹ 750,000"
http://www.ngoimpact.com/ngos/association-for-human-logical-and-agricultural-development#profile,"Association for Human, Ecological & Agricultural Development has been established in year 2009 by a group of professionals from various walks of life as a grass root Voluntary Organization working with the poor, especially, unemployed men, women and the destitute children for their self reliance.",To promote development at grass-root level.Mainstreaming of poor and needy. To promote sustainability and growth.,Charitable Society,AADTA2376G,Guj.14251/Ahemdabad - 02-09-2008,N/A,N/A,N/A,N/A,"₹1,223,000",₹0,₹0,"₹1,223,000",₹0,₹0,₹0,5,N/A,N/A,N/A,Finance,6,N/A,,,N/A,credible alliance,10/1/2012,27-12-2018,N/A,Gujarat,Ahmedabad,N/A,"₹1,250,000",₹0,"1,100",Non-Government,,,Project description The Project focuses on various ecological issues that has been responsible for degration of our enviornment . It educates and creates awarness about waste mangament and other enviornmental hazards.,http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/association-for-human-logical-and-agricultural-development-ngoimpact-48902.jpg,"Association For Human, Ecological & Agricultural Development Best Non-Government Organizations & Social Enterprises in India – NGO Impact",perm_identity Founded by Devi Prasad Mohaptra ( 15 years of experience ),"room Palkot, 35/3, Thaltej Silaj Road,, Ahmedabad, Gujarat- 380059",,Rural Development,Gujarat,10,"₹ 675,000"
http://www.ngoimpact.com/ngos/association-for-promotion-sustainable-development#profile,The Organisation primarily relies on acheive alround suistainable development in the society,To achieve sustainable development.To generate more projects epicentre around development,Public Charitable Trust,AABAA5013F,HR/012/201 - 27-11-2013,N/A,N/A,N/A,N/A,"₹1,223,000",₹0,₹0,"₹1,223,000",₹0,₹0,₹0,12,N/A,N/A,N/A,Finance,12,N/A,,,N/A,Indian Institute of Corporate Affairs,1/1/2016,29-11-2016,N/A,Haryana,Hissar,N/A,"₹1,250,000",₹0,0,Non-Government,,,Project description N/A,http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/association-for-promotion-sustainable-development-ngoimpact-80616.jpg,Association For Promotion Sustainable Development Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Shidhisar ( 15 years of experience ),"room dhani gujran village Dhani Gujran, Hansi, Hisar, Haryana- 122092",,Community Development,Haryana,9,"₹ 875,000"
http://www.ngoimpact.com/ngos/association-for-sustainable-community-development-asscod#profile,"Association for Sustainable Community Development (ASSCOD) is a registered voluntary organisation formed in 1994 in order to work in rural districts of Tamil Nadu. From originally focusing on health issues of poor people ASSCOD has gradually expanded its work to promoting social and economic development of the rural poor through women empowerment.  Major development activities are based on the Millennium Development Goals (MDGs). The heart of ASSCOD’s innovative approach is the Community Based Organisation (CBO) framework. This gives a valuable entry point to rural communities and enables us to facilitate real change for people at grass roots level.  Activities carried out under the CBO framework, range from women empowerment and entrepreneurship programs to health, education and disaster management initiatives.","ASSCOD’s vision is of all people in rural India living in an economically developed society, where men and women from all castes have their social rights recognised and they have access to education and health services.",Public Charitable Trust,AAAAG8812D,TN/2009/0000488 - 10-03-1994,N/A,N/A,N/A,N/A,"₹3,300,000",₹0,₹0,"₹3,300,000",₹0,₹0,₹0,12,N/A,N/A,N/A,Finance,12,N/A,,,"Government Bodies, Other Domestic NGOs, Other Foreign NGOs",credible alliance,1/1/2016,31-12-2016,N/A,Tamil Nadu,Kanchipuram,N/A,"₹3,300,000",₹0,0,Non-Government,,,Project description N/A,http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/association-for-sustainable-community-development-asscod-ngoimpact-27345.png,Association For Sustainable Community Development (ASSCOD) Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Mr. K. Loganathan ( 15 years of experience ),"room No. 15, West Pillaiyar Koil Street, Karunguzhi Post, Near State Bank of India, West Pillaiyar Koil Street, Kanchipuram, Tamil Nadu- 603303",http://www.asscod.org,Rural Development,Tamil Nadu,5,₹ 0
http://www.ngoimpact.com/ngos/association-for-welfare-social-action-and-research-india#profile,"Association for Welfare, Social Action and Research (AWSAR)-India is a voluntary non- government organisation, registered under the Societies Registration Act, 1860, with the Registrar of Societies, Government of Delhi, New Delhi. AWSAR-India is an outcome of the efforts of the Professional Social Workers in India. In 2001, AWSAR started working with a few students of Department of Social Work, University of Delhi in nearby areas. However, it got registered itself as a society in the year 2002 to get a legal identity for the work as well as for the organisation and to mobilise support and resources in order to work more efficiently. Today the team of AWSAR includes professionals from diverse professional background related to development sector such as Social Work, Public Health, Special Education, Developmental Therapy, Extension Education, Agriculture Engineering and N.G.O Managemen","To work towards achieving democratic values, sustainable income & improved quality of life.Facilitating lowest strata of the society with the best possible professional intervention.",Charitable Society,AAAAA6003E,S/42649/ - 22-05-2002,12A/2005-06/A1904/05 - 24-07-2005,N/A,N/A,N/A,"₹1,800,000",₹0,₹0,"₹1,800,000",₹0,₹0,₹0,20,18,8,12,"Business Development, Finance",14,6,,,,,,,,,,,,,,,,,,http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/association-for-welfare-social-action-and-research-india-ngoimpact-33580.png,"Association For Welfare, Social Action & Research India Best Non-Government Organizations & Social Enterprises in India – NGO Impact",perm_identity Founded by Kuldeep Jadav ( 26 years of experience ),"room E - 353 New Ashok Nagar, Vasundhara Enclave E - 353, New Ashok Nagar, Vasundhara Enclave, New Delhi, Delhi- 110096",,Livelihoods / Poverty Alleviation,Delhi,14,"₹ 3,500,000"
http://www.ngoimpact.com/ngos/astitva-foundation#profile,"Astitva Foundation is committed to end the cycle of voilence against women by helping them fight for their rights through education, crisis counseling  and to support groups anyone who has been victim of voilence in the past.",To strengthen gender mainstreaming and women empowerment .Focus more on right based approach,Public Charitable Trust,AADAA0855H,S/2L/4569 - 02-05-2013,N/A,N/A,N/A,N/A,"₹1,223,000",₹0,₹0,"₹1,223,000",₹0,₹0,₹0,12,N/A,N/A,N/A,Finance,12,N/A,,,N/A,Indian Institute of Corporate Affairs,1/1/2016,31-12-2016,N/A,West Bengal,Bolpur,N/A,"₹1,250,000",₹0,0,Non-Government,,,Project description N/A,http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/astitva-foundation-ngoimpact-14129.jpg,Astitva Foundation Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Renu Singh ( 15 years of experience ),"room 19C, Cantopher Lane Beside Bell Masjid, Kolkata, West Bengal- 700014",http://www.astitvafoundation.com,Gender Mainstreaming,West Bengal,12,"₹ 100,000"
http://www.ngoimpact.com/ngos/atulya-vikash#profile,"Atulya Vikas is commited towards working for  the progress of the society, striving hard to integrate various ethnic groups of the project location area. The organisation wants to acheive progressive community development by imparting a wholistic approach where every indiviual has a role to play and feels important.",Focus on integration of marginalised section of society by mainstreaming them.Focus on the right based approach.Encouraging community participation to achieve community development.,Public Charitable Trust,1234567890,1234567890 - 01-01-2015,N/A,N/A,N/A,N/A,"₹1,223,000",₹0,₹0,"₹1,223,000",₹0,₹0,₹0,5,N/A,N/A,N/A,Finance,5,N/A,,,"Other Domestic NGOs, Other Foreign NGOs, Foreign Companies",Indian Institute of Corporate Affairs,1/1/2016,31-12-2016,N/A,Jharkhand,Ranchi,N/A,"₹1,250,000",₹0,0,Non-Government,,,"Project description Vikas Bharat project basically deals with the fact that its premises in integrating the santhals of the local into mainstream society by imparting better education, making them aware of their rights and encouraging them to enhance their skills by providing them skill development training.",http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/atulya-vikash-ngoimpact-36595.jpg,Atulya Vikash Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Sudha Devi ( 15 years of experience ),"room ATULYAVIKASH, NEAR SUN RISES SCHOOL BHIKHANA,, KUNDA Deoghar, Deoghar, Jharkhand- 814143",http://www.atulyavikash.in,Livelihoods / Poverty Alleviation,Jharkhand,4,"₹ 350,000"
http://www.ngoimpact.com/ngos/avehi-public-charitable-educational-trust#profile,"It all began in 1952 on the banks of the River Narmada in a village in South Gujarat. Shanta Gandhi, an educator with eclectic interests, and diverse training in science, theatre, dance and politics had started working with a group of children in order to develop a curriculum that had relevance to their lives. The atmosphere was informal and the curriculum not pre-planned. It evolved naturally in response to the needs of that group and as a result of her interaction with those children. Children asked questions about their surroundings, and the process of finding answers (through games, songs and discussion) led naturally to questions regarding human evolution - how life emerged, why we are what we are, how our lives have changed from the past, and so on. Later, the curriculum was further developed in an experimental school attached to the B.M. Institute of Child Psychology and Development in Ahmedabad in the late 1950s. Here again, it was not based directly on the formal school curriculum but supplemented it. After a long interval, the programme was taken up in the 1970s at the Bal Bhavan, in New Delhi. Children who came there were provided an opportunity to interact with teachers, writers and artists, and to explore their surroundings through art, drama and dance, while all the time asking questions and discovering the answers. Unfortunately there was another long break before the programme was revived in Mumbai in the 1990s. Since then, the Avehi Abacus Project has developed three integrated packages of educational materials for students and teachers in the formal as well as the non-formal streams of learning",To provide stimulating reading materials that will help develop children's reading skills and foster values that promote harmony and celebrate diversity .To build capacities of project staff in aspects related to changing contexts and challenges of the present education system,Public Charitable Trust,AAATA0893R,E-8193 - 18-06-1991,N/A,N/A,N/A,N/A,"₹18,640,225 ₹18,640,225",₹0 ₹0,₹0 ₹0,"₹18,640,225 ₹18,640,225",₹0 ₹0,₹0 ₹0,₹0 ₹0,75,N/A,N/A,N/A,Finance,7,N/A,,,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies N/A","Aga Khan Foundation  Elsie Spykman Foundation REACH India Asha for Education, Sir Dorabji Tata Trust, ,   Narotam Sekhsaria Foundation",01-01-2015 02-02-2016,31-12-2015 31-12-2016,N/A N/A,Maharashtra Maharashtra,Mumbai Mumbai,N/A N/A,"₹18,640,200 ₹70",₹0 ₹0,"40,999 0",Non-Government Non-Government,,,"Project description 1) Material Printing: Production (printing, assembling) of teachers and children's materials (worksheets and fact-sheets). (2) Material Distribution: Replacement of damaged kits wherever necessary, and distribution of Children's Material. (3) Capacity Building workshop for staff: 2 days capacity building workshop for staff. (4) Orientation Workshop for teachers: Orientation Workshop for Std V teachers for Sangati in all upper primary Municipal schools of Mumbai and Aashram school in Thane. (5) Implementation of Sangati in schools: Implementation of Sangati programme in all upper primary Municipal schools of Mumbai and Aashram school in Thane by school teachers. (6) Material Printing second kit: Production (printing, assembling) of teachers and children's material (worksheets and fact-sheets). (7) Material Distribution: Replacement of damaged kits wherever necessary, and also distribution of children's material. (8) Orientation for teachers for kit: Orientation for Std VII teachers for Sangati kit in all municipal schools. (9) Implementation of Sangati kit in schools: Implementation of Sangati programme in all upper primary Municipal schools in Mumbai by school teachers. (10) Feedback: Collection of written feedback from children and teachers. (11) Distribution of certificates to all children: Distribution of certificates to children on completion of 3 years of Sangati. (12) Certificates distribution to teachers: Distribution of certificates to teachers on the basis of their performance. (13) Meeting with authorities: Working consistently/ intensively (meetings/visits) with Education Officials for effective monitoring and implementation of Sangati programme. (14) Evaluation Project description N/A",http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/avehi-public-charitable-educational-trust-ngoimpact-13491.jpg,Avehi Public Charitable (Educational) Trust Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Simantini Dhuru ( 15 years of experience ),"room Asha Mumbai Centre. Ground Floor, Powainook Bld,, Opp IIT main gate, Nearest station-kanjurmarg, Mumbai, Maharashtra- 400011",http://www.avehiabacus.org,Education,Maharashtra,366,₹ 0
